id,path,type
ports,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/dredged_ports.shp,point_count
airdist,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/airport.shp,point_nearest_distance
beaches,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/beaches.shp,line_intersect_length
bonefish,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/bonefish.shp,polygon_percent_coverage
roads,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/roads_simple_buf.shp,polygon_percent_coverage
elevation,zip+https://storage.googleapis.com/releases.naturalcapitalproject.org/invest/3.16.1/data/recreation.zip/recreation/dem90m.tif,raster_mean
