climate_bin,yield_25th,yield_50th,yield_75th,yield_95th
1,0.78,0.78,0.78,0.78
2,0.78,0.78,0.78,0.78
3,0.78,0.78,0.78,2.02
4,0.78,0.78,0.78,2.02
5,0.78,0.78,0.78,1.37
6,0.78,0.78,0.78,2.02
7,0.78,0.78,0.78,2.02
8,0.78,0.78,0.78,2.02
9,0.78,0.78,0.78,2.02
10,0.78,0.78,1.74,2.02
11,0.78,0.78,0.78,1.71
12,0.78,0.78,2.02,2.02
13,0.78,0.78,2.02,2.02
14,0.78,0.78,1.71,2.02
15,0.78,0.78,0.78,2.02
16,0.78,0.78,0.78,2.02
17,0.78,0.78,0.78,2.02
18,0.78,0.78,0.78,2.02
19,0.78,0.78,0.78,2.02
20,0.78,0.78,1.74,2.8498099999999997
21,0.78,0.78,1.71,2.02
22,0.78,0.78,0.78,2.02
23,0.78,0.78,0.78,2.02
24,0.78,0.78,0.78,2.02
25,0.78,0.78,0.78,2.02
26,0.78,0.78,0.78,2.02
27,0.78,0.78,0.78,2.02
28,0.78,0.78,2.02,2.8498099999999997
29,0.78,0.78,2.8498099999999997,2.8498099999999997
30,0.78,1.32,1.74,2.7837259999999997
31,0.78,0.78,2.02,2.02
32,0.78,0.78,0.78,2.02
33,0.78,0.78,0.78,0.78
34,0.78,0.78,0.78,2.8498099999999997
35,0.78,0.78,0.78,0.78
36,0.78,0.78,0.78,0.78
37,0.78,0.78,0.78,0.78
38,0.78,0.78,0.78,1.74
39,0.78,0.78,0.78,1.74
40,0.78,1.49,1.74,1.74
41,1.442605,2.02,2.7837259999999997,3.51
42,0.78,0.78,1.27,2.5683689999999997
43,0.78,0.78,0.78,1.59
44,0.78,0.78,0.81,1.59
45,0.78,0.78,0.78,1.442605
46,0.78,0.78,0.78,1.442605
47,0.78,0.78,0.78,1.96
48,0.78,0.78,1.49,1.77
49,0.78,1.49,1.49,1.979526
50,1.52,1.52,1.52,1.52
51,1.442605,1.77,2.27,3.51
52,1.3,1.59,2.27,2.8498099999999997
53,0.81,1.59,1.979526,2.701321
54,0.78,1.09,1.979526,2.701321
55,0.78,0.78,1.49,1.979526
56,0.78,0.932592,1.49,1.979526
57,0.932592,1.49,1.49,1.979526
58,0.932592,1.49,1.77,3.96
59,0.94,1.42,1.52,1.77
60,1.42,1.52,1.52,1.77
61,1.77,1.77,1.77,2.1004810000000003
62,1.77,1.77,1.77,2.1004810000000003
63,1.77,1.77,1.77,2.27
64,1.77,1.77,1.77,1.968623
65,1.77,1.77,1.77,1.968623
66,1.42,1.77,1.77,1.968623
67,0.932592,0.932592,1.42,1.77
68,1.06,1.42,1.52,1.77
69,1.06,1.49,1.52,1.77
70,1.06,1.47,1.52,1.77
71,1.77,1.77,1.77,2.1004810000000003
72,1.77,1.77,1.77,2.1004810000000003
73,1.77,1.77,1.77,2.1004810000000003
74,1.77,1.77,1.77,1.77
75,1.77,1.77,1.77,1.77
76,1.77,1.77,1.77,1.77
77,1.06,1.06,1.77,1.77
78,1.06,1.06,1.42,1.77
79,1.06,1.42,1.52,1.52
80,1.42,1.52,1.52,1.52
81,1.77,1.77,1.77,2.1004810000000003
82,1.77,1.77,1.77,1.77
83,1.77,1.77,1.77,1.77
84,1.77,1.77,1.77,1.77
85,1.42,1.77,1.77,1.77
86,1.42,1.52,1.52,1.77
87,1.42,1.42,1.52,1.74
88,1.42,1.42,1.52,1.52
89,1.42,1.42,1.52,1.52
90,1.42,1.52,1.52,1.77
91,1.77,1.77,1.77,2.1004810000000003
92,1.77,1.77,1.77,1.77
93,1.77,1.77,1.77,1.77
94,1.77,1.77,1.77,1.77
95,1.77,1.77,1.77,1.77
96,0.94,1.77,1.77,1.77
97,0.94,0.94,1.77,1.77
98,0.3,1.42,1.42,1.52
99,0.3,1.42,1.42,1.74
100,1.42,1.42,1.52,1.77
