air_density,1.225
exponent_power_curve,2
decommission_cost,.037
operation_maintenance_cost,.035
miscellaneous_capex_cost,.05
installation_cost,.20
infield_cable_length,0.91
infield_cable_cost,260000
mw_coef_ac,810000
mw_coef_dc,1090000
cable_coef_ac,1360000
cable_coef_dc,890000
ac_dc_distance_break,60
time_period,20
rotor_diameter_factor,7
carbon_coefficient,6.8956e-4
air_density_coefficient,1.194e-4
loss_parameter,.05
